p028,3/23/17,11:20,young,practice_trial,1,chair
p028,3/23/17,11:20,young,practice_trial,2,banana
p029,3/23/17,11:46,young,practice_trial,1,plane
p029,3/23/17,11:46,young,practice_trial,2,banana
p030,3/23/17,12:02,old,practice_trial,1,chair
p030,3/23/17,12:02,old,practice_trial,2,banana
p031,3/23/17,12:13,young,practice_trial,1,chair
p031,3/23/17,12:13,young,practice_trial,2,banana
p032,3/23/17,12:34,middle,practice_trial,1,plane
p032,3/23/17,12:34,middle,practice_trial,2,banana
p033,3/23/17,13:08,old,practice_trial,1,chair
p033,3/23/17,13:08,old,practice_trial,2,banana
P202,3/30/17,15:23,middle,practice_trial,1,chair
P202,3/30/17,15:23,middle,practice_trial,2,trombone
P203,3/30/17,15:50,old,practice_trial,1,chair
P203,3/30/17,15:50,old,practice_trial,2,banana
p034,3/31/17,14:19,young,practice_trial,1,chair
p034,3/31/17,14:19,young,practice_trial,2,trombone
p035,3/31/17,14:30,young,practice_trial,1,chair
p035,3/31/17,14:30,young,practice_trial,2,banana
p036,3/31/17,15:00,old,practice_trial,1,chair
p036,3/31/17,15:00,old,practice_trial,2,banana
p037,3/31/17,15:14,middle,practice_trial,1,chair
p037,3/31/17,15:14,middle,practice_trial,2,banana
p038,3/31/17,15:30,old,practice_trial,1,chair
p038,3/31/17,15:30,old,practice_trial,2,banana
p039,3/31/17,16:03,middle,practice_trial,1,chair
p039,3/31/17,16:03,middle,practice_trial,2,banana
p040,3/31/17,16:29,young,practice_trial,1,chair
p040,3/31/17,16:29,young,practice_trial,2,banana
p041,3/31/17,16:44,old,practice_trial,1,chair
p041,3/31/17,16:44,old,practice_trial,2,banana
P042,4/1/17,13:55,old,practice_trial,1,chair
P042,4/1/17,13:55,old,practice_trial,2,banana
p043,4/1/17,14:00,old,practice_trial,1,chair
p043,4/1/17,14:00,old,practice_trial,2,banana
P044,4/1/17,14:05,middle,practice_trial,1,chair
P044,4/1/17,14:05,middle,practice_trial,2,banana
P046,4/1/17,14:13,young,practice_trial,1,chair
P046,4/1/17,14:13,young,practice_trial,2,trombone
p045,4/1/17,14:13,middle,practice_trial,1,chair
p045,4/1/17,14:13,middle,practice_trial,2,banana
p047,4/1/17,14:32,young,practice_trial,1,chair
p047,4/1/17,14:32,young,practice_trial,2,trombone
p048,4/1/17,14:24,middle,practice_trial,1,chair
p048,4/1/17,14:24,middle,practice_trial,2,banana
P048,4/1/17,14:38,middle,practice_trial,1,chair
P048,4/1/17,14:38,middle,practice_trial,2,banana
P048,4/1/17,14:39,middle,practice_trial,1,chair
P048,4/1/17,14:39,middle,practice_trial,2,banana
p049,4/1/17,14:44,middle,practice_trial,1,chair
p049,4/1/17,14:44,middle,practice_trial,2,banana
P050,4/1/17,14:44,old,practice_trial,1,chair
P050,4/1/17,14:44,old,practice_trial,2,banana
P050,4/1/17,14:46,old,practice_trial,1,chair
P050,4/1/17,14:46,old,practice_trial,2,banana
P050,4/1/17,14:46,old,practice_trial,1,chair
